,Time,Cooling efficiency,Cooling power,Motor power W,Volume flow l/min 1,Volume flow l/min 2,Pressure bar 1,Pressure bar 2,Pressure bar 3,Pressure bar 4,Pressure bar 5,Pressure bar 6,Efficiency factor,Temperature 1,Temperature  2,Temperature  3,Temperature  4, Vibration mm/s,Date
85020,85020,27.3,1.726,2335.8,8.211,9.731,148.98,123.26,2.055,0.0,9.139,9.045,66.32,44.211,49.223,46.398,39.82,0.589,2018-06-24 01:00:00
85080,85080,27.387,1.731,2335.4,7.976,9.721,148.93,123.29,2.023,0.0,9.183,9.106,66.556,44.211,49.23,46.398,39.82,0.591,2018-06-24 02:00:00
85140,85140,27.254,1.712,2335.0,8.464,9.723,148.8,123.37,2.109,0.0,9.181,9.102,66.836,44.273,49.262,46.391,39.832,0.578,2018-06-24 03:00:00
85200,85200,27.038,1.697,2334.6,8.378,9.726,148.75,123.23,2.195,0.0,9.148,9.062,66.938,44.277,49.285,46.305,39.816,0.612,2018-06-24 04:00:00
85260,85260,27.374,1.723,2331.8,8.173,9.702,148.79,123.11,2.062,0.0,9.182,9.101,66.855,44.277,49.277,46.391,39.832,0.605,2018-06-24 05:00:00
85320,85320,27.29,1.724,2334.0,8.546,9.726,148.88,123.45,1.859,0.0,9.148,9.058,66.574,44.285,49.187,46.41,39.816,0.607,2018-06-24 06:00:00
85380,85380,27.357,1.725,2337.6,8.17,9.696,148.74,123.02,1.977,0.0,9.172,9.08,66.775,44.297,49.297,46.402,39.809,0.609,2018-06-24 07:00:00
85440,85440,27.286,1.721,2327.6,8.508,9.736,149.29,123.51,2.109,0.0,9.141,9.042,69.112,44.285,49.273,46.48,39.898,0.603,2018-06-24 08:00:00
85500,85500,27.317,1.717,2323.8,8.184,9.711,149.35,123.71,2.008,0.0,9.173,9.083,69.322,44.437,49.285,46.469,39.902,0.588,2018-06-24 09:00:00
85560,85560,27.294,1.721,2321.6,8.43,9.723,149.27,123.59,2.109,0.0,9.12,9.049,69.266,44.457,49.379,46.473,39.91,0.596,2018-06-24 10:00:00
85620,85620,27.586,1.737,2323.6,8.277,9.709,149.34,123.3,2.078,0.0,9.167,9.087,69.214,44.449,49.395,46.48,39.844,0.618,2018-06-24 11:00:00
85680,85680,27.874,1.757,2323.8,8.392,9.71,149.09,123.37,2.047,0.0,9.141,9.063,69.282,44.445,49.445,46.574,39.832,0.599,2018-06-24 12:00:00
85740,85740,27.14,1.719,2323.8,8.359,9.707,149.17,123.55,2.078,0.0,9.132,9.054,69.271,44.449,49.461,46.574,39.992,0.603,2018-06-24 13:00:00
85800,85800,26.981,1.72,2322.2,8.593,9.701,149.18,123.4,2.086,0.0,9.152,9.059,69.288,44.43,49.473,46.551,40.004,0.596,2018-06-24 14:00:00
85860,85860,27.001,1.728,2321.0,8.623,9.724,149.13,123.52,2.141,0.0,9.117,9.036,69.368,44.531,49.473,46.648,40.059,0.588,2018-06-24 15:00:00
85920,85920,27.535,1.747,2323.8,8.706,9.728,149.14,123.63,2.187,0.0,9.123,9.044,69.098,44.609,49.543,46.648,39.98,0.612,2018-06-24 16:00:00
85980,85980,27.525,1.752,2322.0,8.376,9.724,149.14,123.51,2.141,0.0,9.141,9.055,69.363,44.609,49.543,46.684,40.0,0.591,2018-06-24 17:00:00
86040,86040,27.505,1.749,2321.6,8.372,9.712,148.98,123.39,2.141,0.0,9.137,9.051,69.321,44.621,49.543,46.723,39.992,0.598,2018-06-24 18:00:00
86100,86100,27.472,1.737,2321.6,8.633,9.686,149.19,123.61,2.086,0.0,9.135,9.056,69.284,44.617,49.555,46.676,40.004,0.612,2018-06-24 19:00:00
86160,86160,27.698,1.763,2321.4,8.506,9.702,149.15,123.38,2.047,0.0,9.087,9.006,69.352,44.621,49.535,46.734,40.004,0.631,2018-06-24 20:00:00
86220,86220,27.381,1.746,2319.4,8.621,9.711,149.23,123.58,2.109,0.0,9.096,9.005,69.303,44.617,49.555,46.742,40.066,0.634,2018-06-24 21:00:00
86280,86280,27.725,1.787,2331.8,8.311,9.715,149.2,123.41,2.141,0.0,9.152,9.068,68.809,44.617,49.586,46.742,39.895,0.614,2018-06-24 22:00:00
86340,86340,27.385,1.767,2333.8,8.651,9.726,149.23,123.52,2.141,0.0,9.175,9.099,68.915,44.461,49.543,46.742,39.992,0.607,2018-06-24 23:00:00
86400,86400,27.413,1.761,2331.8,8.539,9.735,149.25,123.59,2.141,0.0,9.128,9.048,68.937,44.523,49.543,46.684,39.988,0.582,2018-06-25 00:00:00
86460,86460,27.65,1.765,2335.0,8.338,9.723,149.15,123.51,2.141,0.0,9.153,9.083,68.975,44.527,49.559,46.695,39.988,0.6,2018-06-25 01:00:00
86520,86520,27.625,1.756,2336.8,8.576,9.699,149.18,123.49,2.078,0.0,9.183,9.094,69.126,44.621,49.559,46.695,39.988,0.578,2018-06-25 02:00:00
86580,86580,27.501,1.753,2334.8,8.193,9.723,149.05,123.48,2.117,0.0,9.181,9.1,69.069,44.617,49.527,46.742,39.992,0.59,2018-06-25 03:00:00
86640,86640,27.765,1.763,2336.6,8.313,9.712,149.05,123.37,2.172,0.0,9.174,9.094,69.245,44.609,49.609,46.742,40.004,0.616,2018-06-25 04:00:00
86700,86700,27.226,1.738,2337.6,8.237,9.746,149.17,123.53,2.109,0.0,9.128,9.042,69.083,44.609,49.547,46.707,40.07,0.594,2018-06-25 05:00:00
86760,86760,27.369,1.748,2341.0,8.283,9.73,149.07,123.43,2.062,0.0,9.153,9.073,68.993,44.699,49.621,46.727,40.055,0.589,2018-06-25 06:00:00
86820,86820,27.447,1.736,2337.6,8.531,9.698,149.28,123.44,2.047,0.0,9.182,9.1,68.951,44.625,49.625,46.734,40.059,0.572,2018-06-25 07:00:00
86880,86880,27.084,1.715,2336.0,8.537,9.764,149.2,123.23,2.062,0.0,9.13,9.044,68.808,44.656,49.629,46.734,40.16,0.596,2018-06-25 08:00:00
86940,86940,27.68,1.748,2335.6,8.553,9.731,149.12,123.32,2.141,0.0,9.108,9.01,69.004,44.648,49.625,46.824,40.141,0.602,2018-06-25 09:00:00
87000,87000,27.601,1.746,2334.2,8.303,9.735,149.31,123.55,2.086,0.0,9.131,9.043,68.999,44.648,49.641,46.797,40.148,0.608,2018-06-25 10:00:00
87060,87060,27.714,1.748,2337.8,8.228,9.726,149.13,123.48,2.062,0.0,9.156,9.081,68.978,44.703,49.695,46.82,40.176,0.611,2018-06-25 11:00:00
87120,87120,27.997,1.76,2333.8,8.43,9.717,149.14,123.47,2.133,0.0,9.178,9.085,68.881,44.691,49.73,46.898,40.152,0.591,2018-06-25 12:00:00
87180,87180,27.746,1.747,2339.6,8.354,9.759,149.16,123.32,2.117,0.0,9.113,9.021,68.659,44.703,49.711,46.902,40.23,0.585,2018-06-25 13:00:00
87240,87240,28.041,1.767,2333.8,8.596,9.75,149.28,123.4,2.117,0.0,9.106,9.024,68.808,44.77,49.762,46.91,40.164,0.59,2018-06-25 14:00:00
87300,87300,27.491,1.747,2337.0,8.559,9.753,149.16,123.6,2.023,0.0,9.114,9.028,68.975,44.77,49.801,46.898,40.242,0.577,2018-06-25 15:00:00
87360,87360,27.565,1.748,2333.6,8.417,9.733,149.15,123.37,2.055,0.0,9.094,9.014,68.983,44.77,49.816,46.914,40.227,0.574,2018-06-25 16:00:00
87420,87420,27.582,1.752,2329.6,8.388,9.727,149.25,123.38,2.156,0.0,9.094,9.014,69.166,44.844,49.793,46.914,40.238,0.595,2018-06-25 17:00:00
87480,87480,27.344,1.725,2329.6,8.399,9.706,148.93,123.34,2.078,0.0,9.132,9.05,69.293,44.859,49.812,46.902,40.32,0.619,2018-06-25 18:00:00
87540,87540,27.26,1.723,2329.4,8.686,9.721,149.03,123.29,2.156,0.0,9.125,9.033,69.264,44.863,49.805,46.91,40.32,0.586,2018-06-25 19:00:00
87600,87600,28.013,1.773,2327.4,8.301,9.735,149.28,123.51,2.062,0.0,9.08,8.998,69.191,44.848,49.801,46.996,40.242,0.629,2018-06-25 20:00:00
87660,87660,27.788,1.747,2329.4,8.426,9.723,149.09,123.44,2.172,0.0,9.091,9.01,69.109,44.836,49.801,46.902,40.246,0.576,2018-06-25 21:00:00
87720,87720,28.162,1.773,2328.6,8.59,9.726,149.05,123.42,2.086,0.0,9.1,9.012,69.088,44.855,49.801,47.004,40.23,0.601,2018-06-25 22:00:00
87780,87780,27.92,1.749,2327.8,8.713,9.729,148.94,123.52,2.164,0.0,9.092,8.999,69.29,44.848,49.82,47.086,40.332,0.577,2018-06-25 23:00:00
87840,87840,27.844,1.745,2332.0,8.554,9.739,149.12,123.37,2.023,0.0,9.101,9.002,68.998,44.855,49.855,47.086,40.41,0.59,2018-06-26 00:00:00
87900,87900,43.162,2.7,2337.6,8.637,9.542,149.44,123.27,2.133,0.0,9.228,9.144,68.73,44.191,49.609,46.918,36.418,0.608,2018-06-26 01:00:00
87960,87960,45.967,2.839,2353.6,8.231,9.571,149.71,123.83,2.219,2.386,9.345,9.248,69.002,42.367,48.562,46.293,35.258,0.609,2018-06-26 02:00:00
88020,88020,46.734,2.824,2363.6,8.323,9.629,149.77,123.89,2.242,0.39,9.45,9.36,68.519,41.199,47.559,45.398,34.5,0.605,2018-06-26 03:00:00
88080,88080,46.868,2.759,2371.4,8.578,9.699,150.23,124.35,2.172,1.191,9.56,9.466,68.347,40.387,46.609,44.379,33.848,0.601,2018-06-26 04:00:00
88140,88140,47.513,2.728,2377.6,8.629,9.751,150.12,124.51,2.211,0.595,9.675,9.564,68.454,39.719,45.809,43.645,33.344,0.578,2018-06-26 05:00:00
88200,88200,47.218,2.658,2386.2,8.353,9.806,150.39,124.34,2.227,0.156,9.719,9.606,68.131,39.098,45.215,42.891,32.93,0.603,2018-06-26 06:00:00
88260,88260,47.424,2.595,2386.4,8.653,9.882,150.57,124.8,2.117,0.0,9.733,9.63,68.112,38.684,44.641,42.309,32.52,0.618,2018-06-26 07:00:00
88320,88320,47.192,2.552,2391.2,8.629,9.956,150.54,124.44,2.281,1.019,9.696,9.576,68.167,38.262,44.219,41.789,32.258,0.577,2018-06-26 08:00:00
88380,88380,47.204,2.502,2396.4,8.221,9.977,150.9,124.72,2.352,0.191,9.75,9.644,68.057,37.941,43.801,41.34,32.031,0.589,2018-06-26 09:00:00
88440,88440,47.021,2.46,2392.0,8.309,9.996,150.71,124.79,2.25,1.61,9.743,9.63,68.241,37.609,43.457,40.906,31.777,0.567,2018-06-26 10:00:00
88500,88500,47.61,2.458,2397.8,8.221,10.035,150.71,124.8,2.109,0.752,9.783,9.672,68.095,37.363,43.176,40.52,31.609,0.575,2018-06-26 11:00:00
88560,88560,47.243,2.385,2400.0,8.406,10.046,150.88,124.84,2.273,0.0,9.835,9.716,67.832,37.09,42.941,40.273,31.437,0.564,2018-06-26 12:00:00
88620,88620,46.992,2.366,2405.6,8.196,10.072,150.89,125.09,2.375,0.0,9.826,9.706,68.0,36.914,42.711,40.047,31.359,0.573,2018-06-26 13:00:00
88680,88680,46.98,2.339,2407.6,8.282,10.069,150.95,125.04,2.242,0.0,9.878,9.764,67.98,36.672,42.453,39.789,31.199,0.584,2018-06-26 14:00:00
88740,88740,46.994,2.328,2404.8,8.774,10.108,151.06,124.85,2.359,0.0,9.85,9.733,67.707,36.586,42.336,39.684,31.105,0.553,2018-06-26 15:00:00
88800,88800,46.786,2.284,2414.2,8.242,10.108,151.17,125.23,2.141,0.502,9.894,9.781,67.996,36.414,42.18,39.449,31.039,0.58,2018-06-26 16:00:00
88860,88860,47.482,2.316,2409.8,8.198,10.104,151.03,124.98,2.25,1.023,9.899,9.781,68.01,36.312,42.012,39.348,30.871,0.568,2018-06-26 17:00:00
88920,88920,46.929,2.259,2414.8,8.242,10.127,151.19,125.19,2.32,0.987,9.929,9.809,67.966,36.25,41.926,39.168,30.891,0.576,2018-06-26 18:00:00
88980,88980,46.677,2.249,2414.0,8.26,10.139,151.06,125.1,2.242,0.17,9.889,9.772,67.913,36.184,41.859,39.078,30.883,0.555,2018-06-26 19:00:00
89040,89040,46.674,2.24,2410.8,8.653,10.139,151.09,124.98,2.336,0.348,9.919,9.785,67.707,36.012,41.754,38.98,30.789,0.557,2018-06-26 20:00:00
89100,89100,46.635,2.226,2414.8,8.03,10.149,151.23,125.27,2.352,1.014,9.93,9.805,67.986,35.996,41.672,38.926,30.789,0.561,2018-06-26 21:00:00
89160,89160,46.856,2.225,2413.6,8.236,10.145,151.17,125.29,2.227,0.444,9.934,9.802,67.858,35.914,41.59,38.836,30.711,0.556,2018-06-26 22:00:00
89220,89220,47.124,2.23,2416.4,8.504,10.142,151.32,125.35,2.305,0.203,9.945,9.83,67.76,35.848,41.562,38.762,30.617,0.565,2018-06-26 23:00:00
89280,89280,46.638,2.201,2419.6,8.606,10.129,151.43,125.34,2.391,0.0,9.965,9.851,67.688,35.82,41.492,38.738,30.695,0.549,2018-06-27 00:00:00
89340,89340,47.021,2.209,2418.0,8.677,10.171,151.34,125.5,2.383,0.0,9.957,9.833,67.715,35.836,41.426,38.66,30.617,0.568,2018-06-27 01:00:00
89400,89400,46.7,2.184,2417.4,8.635,10.167,151.31,125.44,2.266,0.938,9.937,9.811,67.997,35.746,41.434,38.59,30.605,0.567,2018-06-27 02:00:00
89460,89460,46.263,2.181,2413.4,8.652,10.151,151.38,125.16,2.445,2.562,9.932,9.807,67.935,35.664,41.344,38.586,30.613,0.557,2018-06-27 03:00:00
89520,89520,46.54,2.171,2412.0,8.068,10.178,151.36,125.24,2.352,1.054,9.952,9.833,68.242,35.66,41.355,38.531,30.629,0.562,2018-06-27 04:00:00
89580,89580,46.974,2.186,2410.0,8.401,10.134,151.45,125.35,2.273,2.934,9.967,9.848,68.03,35.66,41.34,38.52,30.523,0.567,2018-06-27 05:00:00
89640,89640,46.414,2.159,2415.6,8.386,10.116,151.41,125.34,2.281,1.72,9.955,9.838,67.996,35.652,41.312,38.508,30.613,0.561,2018-06-27 06:00:00
89700,89700,46.251,2.147,2413.6,8.112,10.129,151.4,125.37,2.227,1.612,9.948,9.821,68.112,35.66,41.262,38.496,30.641,0.559,2018-06-27 07:00:00
89760,89760,46.564,2.148,2410.0,8.271,10.144,151.35,125.09,2.352,0.317,9.938,9.804,67.954,35.66,41.262,38.41,30.547,0.564,2018-06-27 08:00:00
89820,89820,46.097,2.13,2413.6,8.432,10.154,151.4,125.34,2.359,0.387,9.939,9.807,67.934,35.547,41.234,38.41,30.629,0.568,2018-06-27 09:00:00
89880,89880,46.074,2.131,2410.0,8.229,10.158,151.33,125.44,2.336,1.444,9.936,9.809,68.145,35.574,41.242,38.414,30.617,0.567,2018-06-27 10:00:00
89940,89940,46.227,2.134,2413.2,8.474,10.152,151.35,125.38,2.305,0.387,9.937,9.812,67.887,35.574,41.18,38.324,30.547,0.561,2018-06-27 11:00:00
90000,90000,46.227,2.13,2417.4,8.311,10.162,151.33,125.34,2.359,0.449,9.949,9.826,68.142,35.586,41.152,38.324,30.539,0.562,2018-06-27 12:00:00
90060,90060,46.241,2.126,2414.4,8.282,10.143,151.25,125.32,2.32,0.567,9.991,9.873,67.957,35.492,41.152,38.324,30.539,0.569,2018-06-27 13:00:00
90120,90120,46.206,2.131,2417.8,8.412,10.151,151.3,125.19,2.32,1.31,9.944,9.826,67.904,35.488,41.141,38.332,30.535,0.557,2018-06-27 14:00:00
90180,90180,46.311,2.134,2415.6,8.317,10.147,151.32,125.45,2.414,0.526,9.993,9.873,67.894,35.48,41.109,38.344,30.539,0.58,2018-06-27 15:00:00
90240,90240,46.302,2.137,2416.0,8.25,10.162,151.25,125.19,2.391,0.82,9.965,9.842,67.978,35.477,41.148,38.344,30.547,0.562,2018-06-27 16:00:00
90300,90300,46.004,2.118,2415.8,8.053,10.146,151.36,125.52,2.32,1.003,9.995,9.861,68.042,35.492,41.109,38.336,30.617,0.561,2018-06-27 17:00:00
90360,90360,45.739,2.109,2417.6,8.399,10.158,151.47,125.32,2.5,2.05,9.958,9.837,67.784,35.48,41.082,38.344,30.629,0.554,2018-06-27 18:00:00
90420,90420,46.339,2.134,2415.8,8.456,10.15,151.14,125.34,2.336,0.538,9.995,9.871,67.927,35.422,41.094,38.348,30.562,0.558,2018-06-27 19:00:00
90480,90480,46.812,2.159,2417.8,8.37,10.171,151.38,125.48,2.391,0.915,9.947,9.83,67.879,35.402,41.121,38.348,30.457,0.555,2018-06-27 20:00:00
90540,90540,46.371,2.133,2415.6,8.371,10.165,151.35,125.39,2.359,0.935,9.98,9.858,68.105,35.398,41.129,38.359,30.562,0.553,2018-06-27 21:00:00
90600,90600,46.302,2.129,2417.4,8.266,10.154,151.4,125.47,2.437,0.334,9.995,9.87,67.898,35.469,41.109,38.344,30.547,0.558,2018-06-27 22:00:00
90660,90660,46.268,2.141,2417.6,8.579,10.164,151.48,125.45,2.414,0.18,9.962,9.833,67.731,35.477,41.082,38.352,30.547,0.555,2018-06-27 23:00:00
90720,90720,46.302,2.135,2416.0,8.55,10.142,151.41,125.31,2.461,0.898,9.991,9.878,67.787,35.414,41.129,38.375,30.539,0.557,2018-06-28 00:00:00
90780,90780,46.847,2.16,2419.4,8.512,10.165,151.4,125.31,2.406,0.359,9.944,9.833,67.781,35.492,41.152,38.332,30.445,0.561,2018-06-28 01:00:00
90840,90840,46.894,2.163,2416.0,8.175,10.165,151.55,125.48,2.375,0.676,9.969,9.858,67.897,35.488,41.125,38.352,30.457,0.562,2018-06-28 02:00:00
90900,90900,46.778,2.169,2417.8,8.518,10.142,151.44,125.23,2.406,0.723,9.979,9.859,67.719,35.488,41.074,38.375,30.445,0.562,2018-06-28 03:00:00
90960,90960,46.884,2.159,2416.6,8.403,10.15,151.41,125.45,2.352,0.739,9.988,9.873,67.833,35.488,41.074,38.332,30.473,0.562,2018-06-28 04:00:00
91020,91020,46.305,2.135,2413.6,8.195,10.145,151.41,125.38,2.273,3.815,9.976,9.861,68.004,35.402,41.109,38.371,30.562,0.559,2018-06-28 05:00:00
91080,91080,46.778,2.158,2415.6,8.74,10.171,151.28,125.29,2.461,0.0,9.976,9.849,67.915,35.488,41.109,38.359,30.457,0.567,2018-06-28 06:00:00
91140,91140,46.872,2.166,2415.8,8.516,10.152,151.4,125.52,2.461,0.398,9.936,9.818,67.82,35.492,41.066,38.359,30.527,0.554,2018-06-28 07:00:00
91200,91200,46.455,2.14,2414.0,8.493,10.158,151.38,125.56,2.297,0.3,9.962,9.84,68.012,35.422,41.082,38.352,30.527,0.562,2018-06-28 08:00:00
91260,91260,46.339,2.143,2413.8,8.253,10.152,151.54,125.63,2.266,0.521,9.984,9.87,68.049,35.414,41.098,38.359,30.535,0.559,2018-06-28 09:00:00
91320,91320,46.978,2.168,2413.8,8.665,10.142,151.64,125.5,2.297,0.542,9.981,9.859,67.879,35.422,41.125,38.371,30.445,0.564,2018-06-28 10:00:00
91380,91380,46.467,2.144,2410.0,8.258,10.167,151.56,125.49,2.242,0.154,9.939,9.826,68.157,35.426,41.082,38.371,30.539,0.584,2018-06-28 11:00:00
91440,91440,46.921,2.159,2411.6,8.361,10.167,151.6,125.6,2.297,0.523,9.925,9.814,67.971,35.437,41.082,38.363,30.461,0.557,2018-06-28 12:00:00
91500,91500,46.872,2.156,2413.6,8.171,10.159,151.45,125.32,2.359,0.907,9.948,9.828,67.975,35.422,41.098,38.359,30.461,0.559,2018-06-28 13:00:00
91560,91560,46.577,2.152,2413.8,8.478,10.169,151.48,125.6,2.305,0.0,9.948,9.829,67.912,35.504,41.059,38.383,30.516,0.573,2018-06-28 14:00:00
91620,91620,46.386,2.144,2412.0,8.309,10.148,151.49,125.41,2.516,0.128,9.971,9.856,67.949,35.52,41.059,38.359,30.539,0.568,2018-06-28 15:00:00
91680,91680,46.918,2.16,2411.6,8.369,10.124,151.51,125.61,2.32,0.0,9.974,9.852,68.244,35.453,41.059,38.293,30.445,0.58,2018-06-28 16:00:00
91740,91740,46.458,2.15,2411.6,8.541,10.178,151.52,125.66,2.305,0.135,9.933,9.819,68.031,35.488,41.047,38.375,30.527,0.57,2018-06-28 17:00:00
91800,91800,46.659,2.141,2411.0,8.468,10.185,151.44,125.32,2.437,0.146,9.94,9.823,67.948,35.422,41.066,38.27,30.539,0.59,2018-06-28 18:00:00
91860,91860,46.254,2.122,2416.4,8.068,10.158,151.44,125.51,2.25,0.491,9.969,9.849,68.099,35.414,41.066,38.289,30.535,0.563,2018-06-28 19:00:00
91920,91920,46.625,2.148,2411.8,8.234,10.156,151.49,125.47,2.437,1.315,9.993,9.881,68.134,35.426,41.047,38.277,30.449,0.564,2018-06-28 20:00:00
91980,91980,46.161,2.119,2413.6,8.549,10.145,151.55,125.49,2.195,0.82,9.991,9.873,68.098,35.414,41.047,38.277,30.547,0.561,2018-06-28 21:00:00
92040,92040,46.263,2.125,2409.8,8.232,10.144,151.49,125.21,2.437,1.071,9.995,9.877,67.957,35.441,41.055,38.27,30.539,0.559,2018-06-28 22:00:00
92100,92100,46.905,2.173,2417.8,8.386,10.176,151.4,125.61,2.352,0.82,9.958,9.832,67.802,35.437,41.059,38.293,30.461,0.575,2018-06-28 23:00:00
92160,92160,46.136,2.121,2419.8,8.296,10.152,151.38,125.48,2.305,1.03,9.996,9.887,67.853,35.5,41.059,38.305,30.539,0.572,2018-06-29 00:00:00
92220,92220,46.65,2.15,2417.8,8.168,10.177,151.38,125.55,2.25,2.364,9.967,9.848,68.117,35.434,41.047,38.289,30.457,0.555,2018-06-29 01:00:00
92280,92280,46.193,2.12,2414.0,8.394,10.156,151.49,125.5,2.359,2.187,10.004,9.873,67.8,35.426,41.074,38.289,30.539,0.564,2018-06-29 02:00:00
92340,92340,46.625,2.143,2416.0,8.389,10.17,151.59,125.73,2.219,1.716,9.955,9.836,67.946,35.434,41.07,38.375,30.449,0.592,2018-06-29 03:00:00
92400,92400,46.978,2.173,2413.8,8.349,10.163,151.44,125.39,2.375,1.478,9.967,9.852,67.848,35.422,41.059,38.348,30.449,0.57,2018-06-29 04:00:00
92460,92460,46.086,2.117,2413.8,8.258,10.163,151.47,125.4,2.328,1.874,9.998,9.882,68.103,35.422,41.059,38.359,30.547,0.551,2018-06-29 05:00:00
92520,92520,46.894,2.159,2412.0,8.549,10.152,151.51,125.34,2.469,1.849,9.974,9.864,67.939,35.414,41.055,38.359,30.523,0.563,2018-06-29 06:00:00
92580,92580,46.43,2.139,2413.8,8.378,10.161,151.43,125.65,2.281,1.568,9.957,9.834,67.96,35.508,41.07,38.352,30.527,0.554,2018-06-29 07:00:00
92640,92640,46.421,2.148,2414.0,8.33,10.185,151.38,125.29,2.32,1.78,9.939,9.824,67.958,35.437,41.066,38.371,30.551,0.55,2018-06-29 08:00:00
92700,92700,46.467,2.154,2416.0,8.466,10.163,151.27,125.34,2.391,2.001,9.992,9.865,67.909,35.414,41.07,38.359,30.523,0.56,2018-06-29 09:00:00
92760,92760,46.398,2.14,2415.6,8.181,10.169,151.32,125.71,2.266,2.247,9.979,9.859,67.995,35.426,41.059,38.363,30.539,0.583,2018-06-29 10:00:00
92820,92820,46.398,2.143,2415.8,8.424,10.165,151.27,125.19,2.5,2.478,9.971,9.861,67.926,35.426,41.07,38.363,30.535,0.569,2018-06-29 11:00:00
92880,92880,47.152,2.175,2416.0,8.179,10.2,151.4,125.39,2.391,2.547,9.945,9.828,68.059,35.434,41.074,38.359,30.461,0.569,2018-06-29 12:00:00
92940,92940,46.782,2.144,2416.2,8.731,10.166,151.31,125.41,2.328,1.591,9.99,9.865,67.776,35.453,41.066,38.371,30.516,0.562,2018-06-29 13:00:00
93000,93000,46.605,2.136,2416.8,8.317,10.166,151.38,125.29,2.336,1.544,9.967,9.851,67.917,35.527,41.082,38.371,30.539,0.576,2018-06-29 14:00:00
93060,93060,46.815,2.154,2413.4,8.564,10.152,151.54,125.6,2.328,1.845,9.941,9.83,67.969,35.437,41.082,38.371,30.523,0.575,2018-06-29 15:00:00
93120,93120,46.698,2.146,2415.0,8.694,10.165,151.52,125.48,2.352,3.566,9.977,9.859,67.729,35.5,41.059,38.371,30.535,0.553,2018-06-29 16:00:00
93180,93180,46.628,2.141,2418.8,8.204,10.167,151.31,125.21,2.383,2.625,9.977,9.851,67.947,35.504,41.07,38.359,30.535,0.56,2018-06-29 17:00:00
93240,93240,46.616,2.141,2416.8,8.399,10.158,151.47,125.26,2.414,2.434,9.953,9.844,67.848,35.461,41.07,38.352,30.527,0.556,2018-06-29 18:00:00
93300,93300,46.683,2.144,2415.0,8.408,10.169,151.34,125.39,2.437,3.159,9.976,9.859,67.973,35.414,41.059,38.348,30.527,0.558,2018-06-29 19:00:00
93360,93360,46.815,2.146,2415.4,8.274,10.152,151.36,125.44,2.242,3.047,9.962,9.848,68.138,35.52,41.055,38.359,30.512,0.545,2018-06-29 20:00:00
93420,93420,46.661,2.145,2417.0,8.239,10.176,151.4,125.18,2.391,3.81,9.945,9.826,67.974,35.504,41.102,38.359,30.535,0.553,2018-06-29 21:00:00
93480,93480,46.858,2.141,2419.4,8.412,10.153,151.45,125.5,2.266,3.757,9.981,9.866,68.049,35.492,41.164,38.359,30.547,0.554,2018-06-29 22:00:00
93540,93540,46.519,2.123,2418.4,8.619,10.172,151.33,125.31,2.352,3.537,9.981,9.856,67.944,35.504,41.121,38.348,30.527,0.567,2018-06-29 23:00:00
93600,93600,47.011,2.145,2416.0,8.311,10.167,151.46,125.27,2.297,1.351,9.947,9.822,67.916,35.516,41.152,38.344,30.527,0.555,2018-06-30 00:00:00
93660,93660,46.999,2.143,2419.8,8.359,10.187,151.43,125.31,2.414,0.725,9.946,9.828,67.756,35.504,41.129,38.348,30.535,0.565,2018-06-30 01:00:00
93720,93720,47.049,2.153,2415.6,8.407,10.167,151.49,125.37,2.336,0.766,9.983,9.865,68.083,35.508,41.156,38.352,30.535,0.561,2018-06-30 02:00:00
93780,93780,46.846,2.131,2420.6,8.181,10.203,151.59,125.49,2.414,0.73,9.94,9.816,68.074,35.516,41.055,38.316,30.547,0.585,2018-06-30 03:00:00
93840,93840,46.655,2.118,2417.0,8.166,10.18,151.35,125.57,2.227,0.991,9.974,9.854,68.125,35.602,41.164,38.387,30.613,0.565,2018-06-30 04:00:00
93900,93900,46.605,2.136,2417.0,8.199,10.179,151.4,125.41,2.297,1.513,9.97,9.861,67.929,35.586,41.141,38.363,30.617,0.559,2018-06-30 05:00:00
93960,93960,46.988,2.141,2417.0,8.52,10.171,151.35,125.34,2.305,3.322,9.943,9.831,67.87,35.527,41.176,38.363,30.527,0.571,2018-06-30 06:00:00
94020,94020,46.999,2.141,2414.8,8.204,10.176,151.33,125.35,2.32,0.475,9.959,9.844,67.977,35.594,41.23,38.324,30.535,0.562,2018-06-30 07:00:00
94080,94080,46.403,2.126,2417.4,8.294,10.187,151.35,125.47,2.383,0.455,9.934,9.824,68.116,35.594,41.207,38.352,30.621,0.567,2018-06-30 08:00:00
94140,94140,47.013,2.151,2412.4,8.382,10.194,151.31,125.29,2.383,0.693,9.958,9.837,67.879,35.586,41.23,38.398,30.527,0.564,2018-06-30 09:00:00
94200,94200,47.26,2.165,2415.4,8.451,10.173,151.45,125.38,2.172,0.398,9.934,9.816,68.149,35.598,41.203,38.332,30.539,0.555,2018-06-30 10:00:00
94260,94260,47.51,2.167,2417.4,8.221,10.167,151.41,125.39,2.328,0.0,9.975,9.849,67.905,35.687,41.234,38.348,30.547,0.582,2018-06-30 11:00:00
94320,94320,46.719,2.138,2413.4,8.65,10.161,151.43,125.37,2.375,0.591,9.928,9.821,67.91,35.664,41.246,38.418,30.641,0.564,2018-06-30 12:00:00
94380,94380,46.796,2.134,2413.6,8.38,10.164,151.47,125.27,2.391,0.491,9.918,9.797,67.984,35.586,41.23,38.426,30.547,0.563,2018-06-30 13:00:00
